Experiment;Citation;Cit;Compiler;Device;Container;Exp_Type;Lab;Comments;Duration_hrs;P_kbar;T_C;fo2_buffer;delta_buffer;melt_fraction;ol;opx;cpx;plag;amph;mag;sp;ilm;bt;ksp;gt;qz;phase_sum;assemblage;SiO2_start;TiO2_start;Cr2O3_start;Al2O3_start;FeO_start;Fe2O3_start;O_start;MgO_start;CaO_start;Na2O_start;K2O_start;H2O_start;xH2O_in;H2O_method;CO2_start;start_density_calculated;start_density_unc;SiO2_liquid;TiO2_liquid;Al2O3_liquid;FeO_liquid;MgO_liquid;CaO_liquid;Na2O_liquid;K2O_liquid;H2O_liquid;liq_density_calculated;liq_density_unc;sol_density
FM13;Marxer, F., Ulmer, P. Crystallisation and zircon saturation of calc-alkaline tonalite from the Adamello Batholith at upper crustal conditions: an experimental study. Contrib Mineral Petrol 174, 84 (2019). https://doi.org/10.1007/s00410-019-1619-x;MarxerUlmer2019;CN;HCM;Au90Pd10;EQ;ETH Zürich;Nothing;49.00000;2.000;975.000;nno;0.000;93.000;0.000;0.000;3.200;5.600;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;101.800;plag cpx;60.810;0.640;0.000;17.950;5.600;0.000;0.000;3.030;7.260;2.890;1.690;5.676;1.000;saturated;0.000;2312.380748;56.07083482;62.600;0.660;17.710;4.890;2.770;6.310;3.150;1.750;5.728;2281.052247;54.48182962;0.000
FM17;Marxer, F., Ulmer, P. Crystallisation and zircon saturation of calc-alkaline tonalite from the Adamello Batholith at upper crustal conditions: an experimental study. Contrib Mineral Petrol 174, 84 (2019). https://doi.org/10.1007/s00410-019-1619-x;MarxerUlmer2019;CN;HCM;Au100;EQ;ETH Zürich;Marked with asterisk in study;50.00000;2.000;950.000;nno;0.000;89.200;0.000;1.400;3.500;8.400;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;102.500;plag cpx opx;60.810;0.640;0.000;17.950;5.600;0.000;0.000;3.030;7.260;2.890;1.690;5.697;1.000;saturated;0.000;2318.032058;55.86939859;62.870;0.700;17.380;5.370;2.440;5.940;3.290;1.870;5.760;2284.964127;53.59312007;0.000
FM15;Marxer, F., Ulmer, P. Crystallisation and zircon saturation of calc-alkaline tonalite from the Adamello Batholith at upper crustal conditions: an experimental study. Contrib Mineral Petrol 174, 84 (2019). https://doi.org/10.1007/s00410-019-1619-x;MarxerUlmer2019;CN;HCM;Au90Pd10;EQ;ETH Zürich;Nothing;73.00000;2.000;925.000;nno;0.000;76.300;0.000;4.700;5.300;18.500;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;104.800;plag cpx opx;60.810;0.640;0.000;17.950;5.600;0.000;0.000;3.030;7.260;2.890;1.690;5.714;1.000;saturated;0.000;2323.865874;55.65208524;66.000;0.800;16.420;4.670;1.510;4.670;3.520;2.250;5.855;2256.364756;50.61570622;0.000
FM9;Marxer, F., Ulmer, P. Crystallisation and zircon saturation of calc-alkaline tonalite from the Adamello Batholith at upper crustal conditions: an experimental study. Contrib Mineral Petrol 174, 84 (2019). https://doi.org/10.1007/s00410-019-1619-x;MarxerUlmer2019;CN;HCM;Au90Pd10;EQ;ETH Zürich;Nothing;100.50000;2.000;900.000;nno;0.000;69.600;0.000;2.600;0.000;19.200;13.900;0.000;0.000;0.500;0.000;0.000;0.000;0.000;105.800;plag amph opx ilm;60.810;0.640;0.000;17.950;5.600;0.000;0.000;3.030;7.260;2.890;1.690;5.728;1.000;saturated;0.000;2329.916027;55.41531924;68.080;0.560;16.110;4.000;1.140;4.070;3.450;2.470;5.925;2239.970191;49.11325518;0.000
FM10;Marxer, F., Ulmer, P. Crystallisation and zircon saturation of calc-alkaline tonalite from the Adamello Batholith at upper crustal conditions: an experimental study. Contrib Mineral Petrol 174, 84 (2019). https://doi.org/10.1007/s00410-019-1619-x;MarxerUlmer2019;CN;HCM;Au90Pd10;EQ;ETH Zürich;Nothing;97.50000;2.000;875.000;nno;0.000;59.000;0.000;5.100;0.000;27.800;14.000;0.000;0.000;0.800;0.000;0.000;0.000;0.000;106.700;plag amph opx ilm;60.810;0.640;0.000;17.950;5.600;0.000;0.000;3.030;7.260;2.890;1.690;5.736;1.000;saturated;0.000;2336.222695;55.15480945;71.010;0.430;15.310;3.090;0.720;3.270;3.370;2.670;5.988;2217.46697;47.17703615;0.000
FM11;Marxer, F., Ulmer, P. Crystallisation and zircon saturation of calc-alkaline tonalite from the Adamello Batholith at upper crustal conditions: an experimental study. Contrib Mineral Petrol 174, 84 (2019). https://doi.org/10.1007/s00410-019-1619-x;MarxerUlmer2019;CN;HCM;Au90Pd10;EQ;ETH Zürich;Nothing;97.00000;2.000;850.000;nno;0.000;54.000;0.000;6.200;0.000;31.700;14.300;0.000;0.000;0.900;0.000;0.000;0.000;0.000;107.100;plag amph opx ilm;60.810;0.640;0.000;17.950;5.600;0.000;0.000;3.030;7.260;2.890;1.690;5.737;1.000;saturated;0.000;2342.833331;54.86543485;72.830;0.330;14.630;2.400;0.500;2.760;3.370;3.080;6.038;2203.764426;45.90906877;0.000
FM12;Marxer, F., Ulmer, P. Crystallisation and zircon saturation of calc-alkaline tonalite from the Adamello Batholith at upper crustal conditions: an experimental study. Contrib Mineral Petrol 174, 84 (2019). https://doi.org/10.1007/s00410-019-1619-x;MarxerUlmer2019;CN;HCM;Au90Pd10;EQ;ETH Zürich;Nothing;98.00000;2.000;825.000;nno;0.000;51.700;0.000;4.800;0.000;32.800;16.800;0.000;0.000;0.900;0.000;0.000;0.000;0.000;107.000;plag amph opx ilm;60.810;0.640;0.000;17.950;5.600;0.000;0.000;3.030;7.260;2.890;1.690;5.729;1.000;saturated;0.000;2349.803531;54.54113106;74.100;0.270;14.250;2.010;0.380;2.340;3.220;3.350;6.021;2198.459675;44.78987545;0.000
FM18;Marxer, F., Ulmer, P. Crystallisation and zircon saturation of calc-alkaline tonalite from the Adamello Batholith at upper crustal conditions: an experimental study. Contrib Mineral Petrol 174, 84 (2019). https://doi.org/10.1007/s00410-019-1619-x;MarxerUlmer2019;CN;HCM;Au90Pd10;EQ;ETH Zürich;Nothing;171.00000;2.000;800.000;nno;0.000;52.900;0.000;9.100;0.000;37.400;6.900;0.000;0.000;0.800;0.000;0.000;0.000;0.000;107.100;plag opx amph ilm;62.040;0.640;0.050;17.850;5.060;0.000;0.000;2.820;6.750;3.020;1.630;5.731;1.000;saturated;0.000;2340.740094;53.1940655;75.400;0.230;13.340;1.680;0.450;2.140;3.040;3.660;6.039;2194.055942;44.14990565;0.000
FM53;Marxer, F., Ulmer, P. Crystallisation and zircon saturation of calc-alkaline tonalite from the Adamello Batholith at upper crustal conditions: an experimental study. Contrib Mineral Petrol 174, 84 (2019). https://doi.org/10.1007/s00410-019-1619-x;MarxerUlmer2019;CN;HCM;Au100;EQ;ETH Zürich;Nothing;174.50000;2.000;775.000;nno;0.000;46.300;0.000;5.000;0.000;40.000;14.800;0.000;0.000;0.700;0.000;0.000;0.000;0.000;106.800;plag amph opx ilm;61.870;0.640;0.010;17.720;4.990;0.000;0.000;3.010;6.880;3.090;1.660;5.725;1.000;saturated;0.000;2349.286444;53.20997719;76.300;0.170;13.100;1.260;0.160;1.590;3.120;4.120;5.991;2188.116846;42.70978825;0.000
FM54;Marxer, F., Ulmer, P. Crystallisation and zircon saturation of calc-alkaline tonalite from the Adamello Batholith at upper crustal conditions: an experimental study. Contrib Mineral Petrol 174, 84 (2019). https://doi.org/10.1007/s00410-019-1619-x;MarxerUlmer2019;CN;HCM;Au100;EQ;ETH Zürich;Nothing;174.50000;2.000;750.000;nno;0.000;44.900;0.000;3.800;0.000;40.500;17.000;0.000;0.000;0.700;0.000;0.000;0.000;0.000;106.900;plag amph opx ilm;61.870;0.640;0.010;17.720;4.990;0.000;0.000;3.010;6.880;3.090;1.660;5.676;1.000;saturated;0.000;2357.667811;52.72881797;77.480;0.130;12.750;0.780;0.190;1.320;3.170;4.030;5.941;2185.183141;41.79787334;0.000
FM58;Marxer, F., Ulmer, P. Crystallisation and zircon saturation of calc-alkaline tonalite from the Adamello Batholith at upper crustal conditions: an experimental study. Contrib Mineral Petrol 174, 84 (2019). https://doi.org/10.1007/s00410-019-1619-x;MarxerUlmer2019;CN;HCM;Au100;EQ;ETH Zürich;Nothing;247.00000;2.000;725.000;nno;0.000;29.900;0.000;5.000;0.000;48.100;12.200;0.000;0.000;0.400;3.800;0.000;0.000;5.900;105.300;plag amph qtz opx bt ilm;61.950;0.630;0.010;17.740;5.080;0.000;0.000;2.910;6.990;2.940;1.650;5.588;1.000;saturated;0.000;2368.360903;52.06626497;78.570;0.130;12.080;0.750;0.080;1.010;2.990;4.320;5.857;2185.847746;40.61375845;0.000
FM70;Marxer, F., Ulmer, P. Crystallisation and zircon saturation of calc-alkaline tonalite from the Adamello Batholith at upper crustal conditions: an experimental study. Contrib Mineral Petrol 174, 84 (2019). https://doi.org/10.1007/s00410-019-1619-x;MarxerUlmer2019;CN;HCM;Au100;EQ;ETH Zürich;Nothing;246.00000;2.000;700.000;nno;0.000;14.900;0.000;0.000;0.000;49.700;13.100;0.200;0.000;0.000;9.900;0.000;0.000;15.000;102.800;plag qtz amph bt mt;61.870;0.640;0.010;17.720;4.990;0.000;0.000;3.010;6.880;3.090;1.660;5.521;1.000;saturated;0.000;2376.504183;51.54526795;78.810;0.120;12.150;0.510;0.050;0.430;3.470;4.410;5.739;2188.005289;39.40030964;0.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;FC;Nothing;Nothing;0.00000;10.000;1230.000;qfm;1.000;89.400;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;ol;47.560;0.720;0.170;12.840;9.390;0.000;0.000;17.090;10.360;1.240;0.410;2.600;0.000;tabulated;0.000;2727.577731;76.0608326;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3310.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;FC;Nothing;Nothing;0.00000;10.000;1200.000;qfm;1.000;83.100;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;ol cpx;47.560;0.720;0.170;12.840;9.390;0.000;0.000;17.090;10.360;1.240;0.410;2.600;0.000;tabulated;0.000;2737.50126;75.69810904;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3310.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;FC;Nothing;Nothing;0.00000;10.000;1170.000;qfm;1.000;67.600;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;ol cpx;47.560;0.720;0.170;12.840;9.390;0.000;0.000;17.090;10.360;1.240;0.410;2.600;0.000;tabulated;0.000;2747.497259;75.33273651;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3270.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;FC;Nothing;Nothing;0.00000;10.000;1140.000;qfm;1.000;57.500;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;cpx sp;47.560;0.720;0.170;12.840;9.390;0.000;0.000;17.090;10.360;1.240;0.410;2.600;0.000;tabulated;0.000;2757.566527;74.96468589;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3330.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;FC;Nothing;Nothing;0.00000;10.000;1110.000;qfm;1.000;43.900;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;cpx sp opx;47.560;0.720;0.170;12.840;9.390;0.000;0.000;17.090;10.360;1.240;0.410;2.600;0.000;tabulated;0.000;2767.709872;74.59392761;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3390.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;FC;Nothing;Nothing;0.00000;10.000;1080.000;qfm;1.000;37.400;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;cpx spl opx;47.560;0.720;0.170;12.840;9.390;0.000;0.000;17.090;10.360;1.240;0.410;2.600;0.000;tabulated;0.000;2777.928115;74.22043169;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3500.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;FC;Nothing;Nothing;0.00000;10.000;1050.000;qfm;1.000;35.900;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;cpx amph;47.560;0.720;0.170;12.840;9.390;0.000;0.000;17.090;10.360;1.240;0.410;2.600;0.000;tabulated;0.000;2788.222087;73.84416769;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3190.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;FC;Nothing;Nothing;0.00000;10.000;1020.000;qfm;1.000;31.200;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;cpx amph ilm;47.560;0.720;0.170;12.840;9.390;0.000;0.000;17.090;10.360;1.240;0.410;2.600;0.000;tabulated;0.000;2798.592635;73.46510474;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3280.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;FC;Nothing;Nothing;0.00000;10.000;990.000;qfm;1.000;25.900;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;cpx amph ilm;47.560;0.720;0.170;12.840;9.390;0.000;0.000;17.090;10.360;1.240;0.410;2.600;0.000;tabulated;0.000;2809.040615;73.08321147;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3150.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;EQ;Nothing;Nothing;0.00000;15.000;1350.000;cco;0.000;98.7;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;ol;47.560;0.720;0.170;12.840;9.390;0.000;0.000;17.090;10.360;1.240;0.410;2.600;0.000;tabulated;0.000;2769.541938;78.59976501;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3260.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;EQ;Nothing;Nothing;0.00000;15.000;1230.000;cco;0.000;86.8;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;ol;47.560;0.720;0.170;12.840;9.390;0.000;0.000;17.090;10.360;1.240;0.410;2.600;0.000;tabulated;0.000;2810.927825;77.14789405;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3290.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;EQ;Nothing;Nothing;0.00000;15.000;1200.000;cco;0.000;75;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;ol cpx;47.560;0.720;0.170;12.840;9.390;0.000;0.000;17.090;10.360;1.240;0.410;2.600;0.000;tabulated;0.000;2821.468284;76.778121;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3290.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;EQ;Nothing;Nothing;0.00000;15.000;1150.000;cco;0.000;62.4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;ol cpx opx;47.560;0.720;0.170;12.840;9.390;0.000;0.000;17.090;10.360;1.240;0.410;2.600;0.000;tabulated;0.000;2839.212485;76.15563125;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3310.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;EQ;Nothing;Nothing;0.00000;15.000;1100.000;cco;0.000;43.1;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;cpx opx ilm;47.560;0.720;0.170;12.840;9.390;0.000;0.000;17.090;10.360;1.240;0.410;2.600;0.000;tabulated;0.000;2857.181285;75.52526228;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3280.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;EQ;Nothing;Nothing;0.00000;15.000;1050.000;cco;0.000;7;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;cpx opx amph gt;47.560;0.720;0.170;12.840;9.390;0.000;0.000;17.090;10.360;1.240;0.410;2.600;0.000;tabulated;0.000;2875.378976;74.88686353;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3300.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;EQ;Nothing;Nothing;0.00000;15.000;1000.000;cco;0.000;0.1;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;cpx opx amph gt;47.560;0.720;0.170;12.840;9.390;0.000;0.000;17.090;10.360;1.240;0.410;2.600;0.000;tabulated;0.000;2893.809959;74.2402806;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3200.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;EQ;Nothing;Nothing;0.00000;12.000;1000.000;NONE;0.000;99.5;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;gt;57.280;0.950;0.000;18.860;7.760;0.000;0.000;2.960;7.440;2.960;1.480;8.000;0.000;tabulated;0.000;2451.896539;65.2592466;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3810.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;EQ;Nothing;Nothing;0.00000;12.000;950.000;NONE;0.000;82.4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;gt amph;57.280;0.950;0.000;18.860;7.760;0.000;0.000;2.960;7.440;2.960;1.480;8.000;0.000;tabulated;0.000;2470.085708;64.51977676;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3590.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;EQ;Nothing;Nothing;0.00000;12.000;900.000;NONE;0.000;61.3;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;amph plag gt;57.280;0.950;0.000;18.860;7.760;0.000;0.000;2.960;7.440;2.960;1.480;6.000;0.000;tabulated;0.000;2561.138563;56.79766768;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3180.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;EQ;Nothing;Nothing;0.00000;12.000;850.000;NONE;0.000;64.7;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;amp gt plag;57.280;0.950;0.000;18.860;7.760;0.000;0.000;2.960;7.440;2.960;1.480;8.000;0.000;tabulated;0.000;2507.285847;63.00742726;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3290.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;EQ;Nothing;Nothing;0.00000;8.000;850.000;NONE;0.000;66.9;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;amph plag gt;57.280;0.950;0.000;18.860;7.760;0.000;0.000;2.960;7.440;2.960;1.480;8.000;0.000;tabulated;0.000;2420.053301;63.74927894;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3030.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;EQ;Nothing;Nothing;0.00000;8.000;800.000;NONE;0.000;48.7;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;amph plag gt;57.280;0.950;0.000;18.860;7.760;0.000;0.000;2.960;7.440;2.960;1.480;8.000;0.000;tabulated;0.000;2437.771379;63.00842803;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3020.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;EQ;Nothing;Nothing;0.00000;12.000;900.000;NONE;0.000;40;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;plag gt cpx opx;57.280;0.950;0.000;18.860;7.760;0.000;0.000;2.960;7.440;2.960;1.480;4.000;0.000;tabulated;0.000;2641.147369;49.11376576;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3100.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;EQ;Nothing;Nothing;0.00000;8.000;900.000;NONE;0.000;68.3;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;amph plag ilm;57.280;0.950;0.000;18.860;7.760;0.000;0.000;2.960;7.440;2.960;1.480;4.000;0.000;tabulated;0.000;2558.729991;49.35304718;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2970.000
xx;Müntener, O., & Ulmer, P. (2006). Experimentally derived high_pressure cumulates from hydrous arc magmas and consequences for the seismic velocity structure of lower arc crust. Geophysical Research Letters, 33(21).;MuentenerUlmer2006;CN;;Au90Pd10;EQ;Nothing;Nothing;0.00000;8.000;850.000;NONE;0.000;53.6;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;amph plag ilm;57.280;0.950;0.000;18.860;7.760;0.000;0.000;2.960;7.440;2.960;1.480;4.000;0.000;tabulated;0.000;2572.581337;48.83765984;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2910.000
 g2766;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 34;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;5.00000;12.000;1275.000;nno;2.000;100.0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2723.74638;58.45628597;49.80;1.35;17.20;8.44;9.29;10.06;2.81;0.52;2.00;2713.691;58.78562404;0.000
 g2695;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 35;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;5.00000;12.000;1250.000;nno;2.000;96.0;0.000;0.000;2.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2730.942152;58.22788737;51.90;1.24;16.80;8.22;8.46;9.59;2.89;0.49;2.00;2701.869;55.94396297;0.000
